latitude,longitude
126.9704834,37.576976
126.9704092,37.5769734
126.971913,37.5807496
126.9718609,37.5809055
126.9718043,37.5809033
126.9718051,37.5810884
126.9706168,37.5825323
126.9703222,37.5824962
126.9699101,37.5824694
126.9695868,37.5824859
126.9693906,37.582488
126.9694257,37.5821056
126.9694607,37.5817983
126.969497,37.581625
126.9695584,37.5813735
126.9693906,37.582488
126.9693856,37.5826785
126.9687686,37.582662
126.9704301,37.5781819
126.9704605,37.5780804
126.969497,37.581625
126.9691082,37.5816189
126.9689372,37.581629
126.9687834,37.5816431
126.9685421,37.5816589
126.968442,37.5814454
126.9686336,37.5831674
126.9686389,37.5831038
126.9698886,37.5788985
126.970031,37.5789352
126.9700306,37.5789723
126.9710091,37.577217
126.970975,37.5772086
126.9709087,37.5772053
126.9713353,37.5796732
126.9716319,37.5797039
126.9718662,37.5797246
126.9720226,37.5797388
126.9720521,37.5797859
126.9720649,37.5798038
126.9721016,37.5799282
126.9721676,37.5801024
126.9721884,37.5801892
126.9721793,37.5804442
126.9721755,37.5807323
126.972189,37.5808041
126.9709088,37.5782388
126.9708513,37.5781481
126.9719751,37.5779617
126.9716369,37.5778224
126.971398,37.5776897
126.9713217,37.5776744
126.9711741,37.577689
126.9710425,37.5776987
126.9709515,37.5777085
126.9709083,37.5777118
126.9707725,37.5777221
126.9705536,37.5777243
126.9704022,37.5777243
126.9699502,37.5777544
126.9697341,37.5777597
126.9694394,37.5777728
126.9636314,37.5949615
126.9634312,37.5951256
126.9631812,37.5953726
126.9629923,37.595428
126.9628885,37.595481
126.962754,37.5955848
126.9627069,37.5956157
126.9627253,37.5956663
126.9627244,37.5957512
126.9627083,37.5958317
126.9626481,37.5959623
126.9625611,37.5960954
126.9624908,37.5961638
126.9623542,37.5962316
126.9622353,37.596278
126.9622082,37.5962831
126.9620072,37.5963222
126.9618823,37.5963362
126.9617664,37.5963426
126.9617336,37.5963103
126.9615915,37.5961834
126.961509,37.5960679
126.9614574,37.5960702
126.9613657,37.596013
126.9612508,37.5959593
126.9610075,37.5958513
126.9687107,37.5831622
126.968728,37.5833039
126.9614623,37.5973472
126.9615476,37.5974368
126.9693076,37.5831468
126.9693203,37.5832981
126.9688259,37.5831703
126.9688275,37.5830905
126.9690507,37.5802276
126.9689447,37.5801683
126.9699661,37.5861401
126.9695983,37.586111
126.9694795,37.5861088
126.9693857,37.5861162
126.969073,37.5862
126.9689048,37.586255
126.9687176,37.5862774
126.9686143,37.5862795
126.9685279,37.5862904
126.9683599,37.5863433
126.96827,37.5863549
126.9680202,37.5863511
126.9679971,37.5863565
126.967629,37.5864432
126.9674227,37.5864879
126.9670613,37.586587
126.9669525,37.586605
126.9668869,37.5865996
126.9667508,37.5865957
126.9663793,37.5865953
126.9662409,37.5866133
126.9660873,37.5866049
126.9660297,37.5865691
126.9661072,37.5863685
126.9661682,37.586229
126.9662716,37.586041
126.9663473,37.5859126
126.9664086,37.5858116
126.9664428,37.5857459
126.9664297,37.5857031
126.9664357,37.5856566
126.9663255,37.5856493
126.9662974,37.5856337
126.9663055,37.5855551
126.9663148,37.5854875
126.966314,37.5854503
126.9662661,37.5853648
126.9662568,37.5853323
126.966252,37.585223
126.9662455,37.585095
126.9711278,37.5764526
126.9711373,37.5763085
126.969394,37.5811255
126.9691908,37.5811031
126.970115,37.5766686
126.9701607,37.5767836
126.9701796,37.5768565
126.9708818,37.5814837
126.9705231,37.5814474
126.9700995,37.5814046
126.9695584,37.5813735
126.9693485,37.5813701
126.9689128,37.5813582
126.9688872,37.5813579
126.9686855,37.5813567
126.968596,37.5813609
126.9684818,37.5813832
126.9719572,37.5771923
126.9718044,37.5771561
126.9717017,37.5771491
126.9717087,37.5770518
126.9716038,37.5770434
126.9715622,37.5770468
126.9725886,37.5794048
126.9726184,37.5796162
126.9721548,37.5790439
126.9723134,37.579065
126.9601254,37.6001208
126.9601497,37.6000916
126.9600702,37.5999998
126.9683111,37.5902781
126.9683551,37.5903953
126.9683718,37.5905357
126.9680433,37.5912674
126.9679558,37.5913879
126.9713546,37.5795776
126.9711607,37.5796045
126.9708978,37.5796306
126.9707123,37.579652
126.9705892,37.5796737
126.970434,37.5796816
126.9703789,37.5796826
126.9702235,37.5796856
126.970059,37.5796985
126.9700623,37.5797692
126.9700777,37.5797914
126.9701025,37.5798621
126.9700964,37.5800297
126.9700841,37.5802266
126.9700573,37.5804643
126.9700641,37.580507
126.9700607,37.5805521
126.9700611,37.5805907
126.9700469,37.5806993
126.9683871,37.5900925
126.9682113,37.5901055
126.9607491,37.5985642
126.9606407,37.5984129
126.9704723,37.5803599
126.9705856,37.5803657
126.9658868,37.5942537
126.9659211,37.5942717
126.9659472,37.5942853
126.9661395,37.594318
126.9661927,37.594327
126.9694739,37.5806457
126.9694382,37.5808546
126.9694247,37.5809324
126.969394,37.5811255
126.9693485,37.5813701
126.9727376,37.5781247
126.9727513,37.577916
126.9727596,37.5778318
126.9728121,37.5773022
126.9690429,37.5871073
126.9690569,37.587041
126.969069,37.5869965
126.9691092,37.5868494
126.9642166,37.5968391
126.9642448,37.5966951
126.9725077,37.5763579
126.9719768,37.5763963
126.9694382,37.5808546
126.9696888,37.580881
126.9709868,37.5794871
126.9709907,37.5793054
126.9708089,37.5817449
126.9704734,37.5817264
126.9721589,37.5775637
126.9718511,37.5775325
126.9723447,37.5770614
126.9720404,37.5769804
126.9700366,37.5859004
126.9702374,37.5859007
126.9702778,37.585874
126.970413,37.5857928
126.9705332,37.5856712
126.9705957,37.5856032
126.9706839,37.5854909
126.9708866,37.5854421
126.9709412,37.5853948
126.9710162,37.5853095
126.9711128,37.5852131
126.9711686,37.5850847
126.967629,37.5864432
126.9676906,37.5867577
126.9676919,37.5867656
126.9677291,37.5869937
126.9677054,37.5870278
126.9676855,37.5870434
126.9675502,37.5871133
126.967507,37.5871335
126.9670379,37.5873534
126.9669626,37.5873512
126.9667055,37.587207
126.9665871,37.5871397
126.9665613,37.5871251
126.9666498,37.5869543
126.9666903,37.5868176
126.9667838,37.5867171
126.9668742,37.5865993
126.9707546,37.5820195
126.9709945,37.5820572
126.9712194,37.5820721
126.9713481,37.5820755
126.9714709,37.5820849
126.9715185,37.5820879
126.9715523,37.5821218
126.9715745,37.5821423
126.9715827,37.5821748
126.9715867,37.5822248
126.9720914,37.5857032
126.9716646,37.5858888
126.9699101,37.5824694
126.9699097,37.5822861
126.9719228,37.5800988
126.97188,37.5801737
126.9716489,37.5785779
126.9718742,37.5786464
126.9722248,37.5787212
126.9722177,37.5787621
126.9722098,37.5788071
126.9722639,37.5788159
126.9725053,37.5788474
126.9726242,37.5788678
126.9726089,37.5791276
126.9726043,37.5792931
126.9726361,37.5794015
126.9715893,37.5768049
126.9714127,37.5767887
126.9713523,37.5767785
126.9712649,37.5767695
126.971197,37.5767682
126.9711336,37.5767728
126.9710134,37.5767726
126.9709543,37.5767651
126.9707878,37.5767524
126.9704126,37.5833025
126.9699553,37.5833272
126.9699159,37.5833642
126.9697057,37.5834017
126.9696356,37.5833834
126.9695553,37.5833905
126.9693231,37.5834472
126.9692823,37.5834714
126.9692523,37.5834619
126.9692135,37.5834388
126.9691952,37.5833918
126.9691681,37.5833606
126.9691355,37.5833407
126.9689382,37.5833929
126.9688603,37.583473
126.9688134,37.5835005
126.9687088,37.5835393
126.9686616,37.5835487
126.9683015,37.5837306
126.968525,37.5840997
126.9719751,37.5779617
126.9725953,37.5780971
126.9727042,37.5781207
126.9727376,37.5781247
126.9728713,37.5781463
126.9730524,37.5781702
126.9732718,37.578212
126.973943,37.5782882
126.9733665,37.576526
126.9733755,37.5766223
126.9698928,37.5767677
126.9698586,37.5767143
126.9697783,37.5765092
126.9697379,37.576418
126.9698341,37.5764035
126.9698373,37.5763296
126.9717007,37.5764919
126.9716751,37.5765965
126.9716342,37.5766356
126.9716104,37.5767234
126.9715893,37.5768049
126.9715685,37.5769245
126.9715668,37.5770174
126.9715622,37.5770468
126.9715324,37.5772155
126.9714703,37.5772114
126.9714493,37.5773371
126.9714204,37.5774681
126.9713217,37.5776744
126.9697332,37.5768525
126.9697592,37.5768879
126.9697591,37.5769607
126.969739,37.5772083
126.9697412,37.5773592
126.9696362,37.5773813
126.9696796,37.5775697
126.9706631,37.5784363
126.9704829,37.578378
126.9704408,37.5783611
126.9703371,37.5783391
126.9702308,37.5783272
126.9701983,37.578394
126.9691231,37.5801308
126.9689413,37.5800488
126.9689438,37.5799737
126.9667508,37.5865957
126.9667497,37.586534
126.9667334,37.5864496
126.9667422,37.5863135
126.9667749,37.5862268
126.9687176,37.5862774
126.9687824,37.5866272
126.9684909,37.5866725
126.9684114,37.5866747
126.96827,37.5863549
126.968282,37.5862971
126.9683341,37.5861841
126.9683305,37.5860986
126.9683169,37.5859758
126.9681294,37.5860201
126.9680872,37.5860258
126.9680353,37.5859677
126.967912,37.585966
126.9677987,37.5859695
126.9675218,37.5859446
126.9672377,37.5859725
126.9669745,37.5859564
126.9667736,37.5859425
126.9663473,37.5859126
126.9707506,37.5769197
126.9705685,37.5769187
126.9705545,37.5769752
126.9704834,37.576976
126.9704608,37.5771096
126.9704139,37.5771092
126.9700573,37.5804643
126.9701754,37.5804702
126.970177,37.5805173
126.9700964,37.5800297
126.9699542,37.5800175
126.9700841,37.5802266
126.969998,37.5802185
126.9735524,37.5774604
126.9735377,37.5774891
126.9735118,37.577531
126.9735167,37.577588
126.9736489,37.5778207
126.9714493,37.5773371
126.9713986,37.5773325
126.9713854,37.5773906
126.9715622,37.5770468
126.9712787,37.5770324
126.9710118,37.5800479
126.9710184,37.5799262
126.973089,37.5765245
126.9730938,37.5766087
126.9730905,37.5766818
126.9705394,37.5791246
126.9705749,37.5791299
126.9706577,37.5791549
126.9706954,37.5791674
126.9699435,37.5788023
126.969881,37.5787481
126.9698761,37.5787066
126.9687988,37.5875684
126.9688703,37.5875724
126.9689612,37.5875668
126.9690163,37.5875736
126.9690853,37.5876033
126.9617664,37.5963426
126.9616729,37.5963507
126.9617056,37.5965359
126.9618606,37.5965153
126.9719827,37.5846076
126.9718483,37.5847954
126.9717694,37.5848523
126.9716695,37.5849103
126.9714231,37.5850838
126.9705536,37.5777243
126.970561,37.577636
126.9709083,37.5777118
126.9708938,37.5777652
126.9707577,37.5778097
126.970751,37.57792
126.9703194,37.5779263
126.9713738,37.5828081
126.9712962,37.582774
126.971208,37.5827422
126.9717409,37.5804339
126.9717611,37.5803428
126.9710766,37.5808587
126.9708026,37.5808034
126.9702869,37.5807222
126.9700469,37.5806993
126.9698854,37.580681
126.9696767,37.5806595
126.9694739,37.5806457
126.969439,37.5806328
126.9693465,37.5794422
126.969275,37.579512
126.9692058,37.5795663
126.9691694,37.5796047
126.9690961,37.5796433
126.9690311,37.5797276
126.9689736,37.5798324
126.969073,37.5862
126.9691154,37.5863395
126.9691644,37.5863297
126.9691816,37.5866337
126.9703955,37.5834537
126.9707585,37.5835036
126.9709989,37.5835473
126.9710454,37.5835635
126.9711169,37.5833701
126.9711788,37.5831759
126.9712209,37.5830407
126.971259,37.5829634
126.9713074,37.5828809
126.9713738,37.5828081
126.9714237,37.5827672
126.9714953,37.5826922
126.9715462,37.5826501
126.9717394,37.5825111
126.9717715,37.5824931
126.9718192,37.5824445
126.9718637,37.5823797
126.9719011,37.5823016
126.9718744,37.582216
126.9717874,37.5820014
126.9717216,37.5818405
126.9717114,37.5817202
126.97168,37.5815568
126.9698854,37.580681
126.9698607,37.5807597
126.9697517,37.5807255
126.9693465,37.5794422
126.9694589,37.5793275
126.9696269,37.5791849
126.9696649,37.5791406
126.9697232,37.579103
126.9689535,37.5803386
126.9688199,37.5802632
126.9650895,37.5944291
126.9650873,37.5944654
126.9651011,37.5945742
126.9651292,37.5946085
126.965251,37.5946767
126.9653356,37.594719
126.9654297,37.5947576
126.9654638,37.5947643
126.9655571,37.5947721
126.9713735,37.5795017
126.9709868,37.5794871
126.9696533,37.5794561
126.9693465,37.5794422
126.9687698,37.5794203
126.9664428,37.5857459
126.9669851,37.5857731
126.9669951,37.5857874
126.9669887,37.5858685
126.9669745,37.5859564
126.9683229,37.5875226
126.9682767,37.5875482
126.9682299,37.5875604
126.9681493,37.5875423
126.9681118,37.5875271
126.9680751,37.5875015
126.967923,37.5873707
126.9710454,37.5835635
126.9711081,37.5835748
126.9712567,37.5835755
126.971306,37.5835772
126.9713553,37.5835817
126.9715854,37.5835868
126.9714953,37.5826922
126.9716277,37.582775
126.9716317,37.5827762
126.9716877,37.5827927
126.9718826,37.5828701
126.971867,37.5829193
126.9718647,37.582947
126.9647508,37.5955796
126.9647117,37.5956208
126.9647148,37.5956673
126.964691,37.5956991
126.964684,37.5957476
126.9646194,37.5958176
126.9646018,37.5959062
126.9646363,37.5959786
126.9645085,37.5954887
126.9644773,37.5953867
126.9644861,37.5953172
126.9645069,37.5952298
126.9645772,37.5951094
126.9646986,37.5950404
126.9647909,37.5950297
126.9648961,37.5950536
126.9650039,37.5950945
126.9650909,37.595111
126.9686249,37.5887265
126.9686088,37.5890548
126.9685655,37.5893601
126.9685043,37.5896797
126.9684806,37.5897754
126.9684512,37.5898685
126.9683871,37.5900925
126.9683111,37.5902781
126.9682989,37.5902765
126.968077,37.5902459
126.9678001,37.590149
126.9677041,37.5901217
126.9676549,37.5901257
126.967565,37.5901537
126.9672225,37.5903668
126.9666943,37.5900075
126.9666039,37.5900001
126.9661344,37.5900249
126.966062,37.5900928
126.965946,37.590149
126.96587,37.5901858
126.9721871,37.5846107
126.9722808,37.5851818
126.9709591,37.5773464
126.9709223,37.5774799
126.9731395,37.5793792
126.9731223,37.5791896
126.9709543,37.5767651
126.9709616,37.5766733
126.9706146,37.578215
126.9706633,37.5780519
126.9730524,37.5781702
126.9730985,37.5773273
126.9721175,37.5791578
126.9719701,37.5791331
126.9710425,37.5776987
126.9711238,37.5778098
126.9629143,37.5990735
126.9623546,37.5992533
126.9708641,37.5764499
126.9708702,37.5763246
126.9702494,37.5781466
126.9703035,37.5779611
126.970565,37.5789347
126.9703483,37.5788624
126.9606736,37.5989336
126.9607587,37.5990442
126.9608231,37.5991076
126.9608476,37.5991368
126.9608973,37.5991618
126.9609884,37.599255
126.9608704,37.5993207
126.9609347,37.599389
126.9712226,37.5772408
126.9711986,37.5773536
126.9711866,37.5774027
126.9711847,37.5774106
126.9711536,37.5774642
126.9721888,37.5789028
126.9720387,37.5788884
126.972681,37.5782179
126.9728386,37.578246
126.97264,37.578387
126.9727446,37.5784066
126.9667891,37.5867101
126.9670131,37.5868438
126.9673263,37.5870271
126.967507,37.5871335
126.972658,37.5783117
126.97277,37.5783289
126.9706871,37.5764716
126.970743,37.5766611
126.9707485,37.5767309
126.9707632,37.5767492
126.9707878,37.5767524
126.9707506,37.5769197
126.9707335,37.576948
126.9707185,37.5770093
126.970705,37.5770932
126.9706524,37.5773155
126.9695772,37.5766835
126.9694753,37.5767029
126.969484,37.5767368
126.9686249,37.5887265
126.9685457,37.5885266
126.9684977,37.5884132
126.9684234,37.5883274
126.9682798,37.5884057
126.9682083,37.5884535
126.9681482,37.588451
126.9679237,37.5883481
126.967808,37.5883808
126.9677706,37.5884428
126.9677036,37.5885126
126.9675581,37.5885983
126.9674115,37.5886293
126.9671255,37.5886624
126.9667323,37.588812
126.9665074,37.5888867
126.9663276,37.5889219
126.966224,37.5888972
126.9660895,37.5888372
126.9660114,37.5888194
126.9658816,37.5888387
126.9657968,37.5889031
126.9653475,37.5894357
126.9650448,37.589743
126.964954,37.5898811
126.964956,37.5899431
126.9651265,37.590172
126.9652088,37.5902941
126.9653107,37.5904082
126.9654433,37.5904998
126.9655507,37.5905628
126.9656531,37.5906228
126.9658249,37.590694
126.9660401,37.5907366
126.9662006,37.5908017
126.9663615,37.5908812
126.9665667,37.5909756
126.9666554,37.5911085
126.966773,37.591385
126.9668109,37.5915007
126.9668842,37.5916604
126.9671916,37.5920171
126.9673661,37.5922168
126.9707123,37.579652
126.9707411,37.579758
126.9660873,37.5866049
126.9659856,37.5866295
126.9659501,37.5866249
126.9626907,37.5977132
126.9625834,37.5976366
126.9625425,37.5976075
126.9623647,37.5975023
126.9622791,37.5974599
126.9622249,37.5974106
126.9621944,37.5973743
126.9621089,37.5973092
126.9620101,37.5972321
126.9619511,37.5971866
126.9618827,37.5971306
126.9617924,37.5970663
126.9617144,37.5970135
126.9616622,37.5970942
126.9615966,37.5971872
126.9615709,37.5972295
126.9615005,37.5973046
126.9614623,37.5973472
126.961353,37.5973107
126.9612282,37.5974233
126.9609954,37.5973598
126.9609674,37.5973626
126.9609595,37.5973413
126.9609525,37.597289
126.9609542,37.5972079
126.9609154,37.5971868
126.9608216,37.5971487
126.9607774,37.5971214
126.9607514,37.5970873
126.9606627,37.5971334
126.9605794,37.5971582
126.9605467,37.5972007
126.9604975,37.5972704
126.9604691,37.5973436
126.9604553,37.5973702
126.9604427,37.5973882
126.960423,37.5974022
126.9603637,37.5974384
126.9603272,37.5974166
126.9602768,37.5974014
126.9602249,37.5973929
126.9602151,37.5973812
126.9601814,37.5973059
126.9601485,37.5972236
126.9600317,37.5972591
126.9599999,37.59727
126.95998,37.5972596
126.9599012,37.5973056
126.9598839,37.5972946
126.9598208,37.5973341
126.9597778,37.5973808
126.9705787,37.5826465
126.9706113,37.582654
126.9709703,37.5827324
126.9707585,37.5835036
126.970737,37.5836153
126.9721793,37.5804442
126.9720371,37.5804258
126.972018,37.5794517
126.9720226,37.5797388
126.9706574,37.5850686
126.970638,37.5853396
126.9697412,37.5773592
126.9698412,37.5773483
126.9698418,37.5773854
126.9736596,37.5764866
126.9737175,37.5766387
126.9717216,37.5818405
126.9715083,37.5818639
126.9684114,37.5866747
126.9680561,37.5867123
126.9626907,37.5977132
126.9627761,37.5980151
126.962735,37.5980782
126.9627052,37.5982097
126.9627052,37.5982727
126.9627197,37.5983469
126.962749,37.5984
126.9628554,37.5984979
126.9628642,37.5985445
126.9629064,37.5989567
126.9629143,37.5990735
126.963001,37.5991544
126.963066,37.5991891
126.9630848,37.5992207
126.963061,37.5993244
126.9631558,37.5994999
126.9631662,37.5995411
126.9631672,37.5995832
126.9631416,37.5997145
126.9630524,37.5999059
126.9629583,37.6000767
126.9629186,37.6002432
126.9628851,37.6003508
126.9627981,37.6004233
126.9660401,37.5907366
126.9662129,37.5906616
126.9662658,37.5906203
126.9662182,37.590587
126.9662245,37.5905552
126.9661521,37.5903213
126.9661336,37.5903066
126.9660622,37.590266
126.966062,37.5900928
126.9696362,37.5773813
126.9695978,37.5773881
126.9695932,37.5773646
126.9696611,37.5768902
126.9696137,37.5768037
126.9695772,37.5766835
126.969537,37.5765586
126.9694916,37.5764216
126.9694621,37.5764146
126.9704583,37.578607
126.9703961,37.5785634
126.9703083,37.578521
126.9702663,37.5785024
126.970125,37.5784822
126.9694247,37.5809324
126.9692268,37.5809102
126.969216,37.5809194
126.9691908,37.5811031
126.9637263,37.5953828
126.9639649,37.5953321
126.964019,37.5953295
126.964068,37.5953641
126.9641682,37.5954631
126.9642518,37.5955444
126.9642889,37.5955675
126.9643417,37.5955618
126.9644469,37.5955176
126.9645085,37.5954887
126.9645807,37.5955321
126.9646669,37.5955587
126.9647508,37.5955796
126.9648447,37.5955102
126.9649099,37.5954234
126.9649757,37.5952891
126.9650909,37.595111
126.965199,37.5951417
126.9653108,37.5951807
126.9653413,37.5951827
126.9654348,37.5951527
126.9654943,37.5950991
126.9655427,37.5949959
126.965553,37.5949321
126.9655437,37.5948107
126.9655571,37.5947721
126.9655787,37.5947102
126.9656246,37.5946308
126.9658697,37.5943122
126.9658868,37.5942537
126.9658009,37.5941147
126.9658629,37.5940493
126.9659205,37.593963
126.9659471,37.5939105
126.9659476,37.5938677
126.965913,37.5937841
126.9658896,37.5937025
126.9658929,37.5936532
126.9659146,37.5935928
126.9659424,37.5935191
126.9659234,37.5933137
126.9717874,37.5820014
126.9720274,37.5819685
126.9722394,37.5819518
126.9721834,37.5798369
126.9722158,37.5797824
126.9722412,37.5797843
126.9723551,37.5797622
126.9724421,37.5797505
126.9724895,37.5797452
126.9726256,37.5797261
126.972599,37.5796184
126.9704976,37.5801627
126.9702862,37.5801408
126.9702465,37.5801645
126.9702352,37.5802918
126.970237,37.580327
126.9705872,37.5843428
126.9707935,37.5846551
126.9709526,37.5849093
126.9710594,37.5850778
126.9714504,37.5791992
126.9710117,37.5791187
126.9704686,37.5828878
126.9699052,37.5828782
126.9699101,37.5824694
126.9633503,37.5972245
126.963363,37.5975301
126.9633582,37.5977102
126.9633815,37.5977845
126.96344,37.5978417
126.9634936,37.5978941
126.9635786,37.597941
126.9636283,37.5979685
126.969519,37.5862438
126.9695252,37.5863381
126.9695173,37.5864687
126.960283,37.5991122
126.9603633,37.5992588
126.9604249,37.5993367
126.9604759,37.5994011
126.9606771,37.599643
126.9603256,37.5990933
126.9601834,37.5988484
126.9600464,37.5986127
126.9600325,37.5985669
126.9600482,37.5984865
126.9701453,37.5854642
126.9704309,37.5854681
126.9706839,37.5854909
126.9703789,37.5796826
126.9703813,37.5797214
126.9703662,37.5797599
126.9703618,37.5798339
126.9696061,37.5871973
126.9692858,37.587161
126.969137,37.5871243
126.9690429,37.5871073
126.9688856,37.5870992
126.9687326,37.5870958
126.9686571,37.5871083
126.9685081,37.5871546
126.9715705,37.5788135
126.9712352,37.5787366
126.9710358,37.5787122
126.9710533,37.5786623
126.9638441,37.5967102
126.9640316,37.5967597
126.9642166,37.5968391
126.9643733,37.5969167
126.9644689,37.5969896
126.9645014,37.5970737
126.9644587,37.5971594
126.9644251,37.59744
126.9716342,37.5766356
126.9714615,37.5766131
126.9709803,37.5811589
126.9705491,37.5811068
126.9705732,37.5810119
126.9715099,37.5789871
126.9710754,37.5789252
126.9710117,37.5791187
126.9695868,37.5824859
126.9695896,37.5829332
126.9696424,37.5830194
126.969642,37.5831412
126.9702788,37.5842741
126.9705872,37.5843428
126.9711721,37.584459
126.9715954,37.5845429
126.971835,37.5845874
126.9719827,37.5846076
126.9721871,37.5846107
126.9725368,37.58461
126.9726971,37.5845843
126.9709749,37.5800423
126.9709628,37.5801433
126.9709428,37.5802197
126.970897,37.5802945
126.9708701,37.5803423
126.9708501,37.5804167
126.9708151,37.5805886
126.9708256,37.5806067
126.9708026,37.5808034
126.9724894,37.5765456
126.972744,37.5765503
126.9728777,37.5765322
126.9730052,37.5765255
126.973089,37.5765245
126.9732968,37.5765219
126.9733665,37.576526
126.9735171,37.5765169
126.9736596,37.5764866
126.9737856,37.576464
126.9739369,37.5764642
126.9742327,37.5764693
126.9718043,37.5809033
126.9716973,37.5808903
126.9716899,37.5809477
126.9603637,37.5974384
126.9603679,37.5974457
126.960392,37.5974878
126.9604364,37.5975335
126.9604046,37.5975409
126.9603253,37.5975201
126.9603277,37.5975494
126.9603321,37.5976368
126.9603472,37.597682
126.9603516,37.5976951
126.9603316,37.5976978
126.9603265,37.5977416
126.960327,37.5978036
126.9603334,37.5978482
126.9603366,37.5978703
126.9639457,37.5963885
126.9637258,37.5963182
126.963605,37.5964547
126.9636304,37.5965379
126.9636087,37.5966423
